	exp_000	exp_001	exp_002	exp_003	exp_004	exp_005	exp_006	exp_007	exp_008	exp_009	exp_010	exp_011	exp_012	exp_013	exp_014	exp_015	exp_016	exp_017	exp_018	exp_019	exp_020	exp_021	exp_022	exp_023	exp_024	exp_025	exp_026	exp_027	exp_028	exp_029	exp_030	exp_031	exp_032	exp_033	exp_034	exp_035	exp_036	exp_037	exp_038	exp_039	exp_040	exp_041	exp_042	exp_043	exp_044	exp_045	exp_046	exp_047	exp_048	exp_049
b0067	8.05591638444095	12.038958855680372	6.259100121044426	6.343414348830512	7.917841526640991	4.237561640169081	8.335809236391464	9.900449797577334	7.263078116322422	8.262483829270709	9.189534897700774	3.5368011733607982	7.737823551890699	10.557949620109868	11.977874638251873	10.967753516316773	7.053181442813136	9.259654082215338	7.510576642836715	6.787740216673962	7.187998566083052	9.449594317145518	6.385721648623063	2.9541774841390485	9.368141942522396	8.534360244292122	11.905478486516733	6.336763481511169	7.576945725762716	8.526634547086168	3.2694215847933044	8.767701480309656	6.700241897760823	7.809791007946139	8.732888196830686	10.02856588602271	6.477611017159437	5.5147790106434424	8.870612797278985	8.680403216724493	6.248690747862003	8.301271102926412	9.338009117574247	7.690274286525723	7.656070202755843	9.062815704179894	9.636612394141123	9.940452686326436	6.259268695949197	8.921476193613
b0068	8.837976372520716	7.7387740853761695	6.632997045361855	6.171927006987686	9.526529619104538	9.1553756719566	8.97404702650629	9.21680529179401	7.757666024561167	7.062685373351675	6.529388885302943	6.365975005121751	9.818238032825496	7.260282716368777	9.58228860381633	7.719671254429024	6.985638187636364	6.358452803674785	7.117768464518375	10.127358174359435	6.3736848803302815	11.175120232219475	6.739088858795534	9.124924955976867	7.782123058617517	7.519160626210722	6.092868834312296	7.852410525873143	6.262571005450994	5.47763435034884	8.179398017326173	7.046865339746367	10.526522774187471	9.500032572639233	10.546148272005155	6.978675643238152	8.20420661019693	4.068993560478421	7.577296428969914	8.14774752203702	8.231072116552657	7.936447384187491	8.099888857627501	3.9301360487548824	8.384332754122967	8.725159837895058	10.007038103943277	8.553107088915397	7.803894399930143	9.657412883346458
b0069	5.5526374125650015	8.935986448633058	6.745349367436659	8.884816412623536	4.3283729831081175	9.701187479323073	7.731211351387446	8.545031139035109	9.408459823657235	9.1928044001184	8.375469291182243	9.413966094347584	9.503562584479816	7.466819100154284	6.990019778845559	5.44394169684858	6.46109865782459	6.814151912431851	7.459023947241928	12.145736152020488	5.686832028529214	5.976231220513309	7.678856365736943	8.65513627165072	9.217854741940963	8.624174895519367	9.029909708806295	6.687138303921877	8.741637191235046	6.993240776175405	7.047310143279424	6.372824328377015	4.690090280864086	11.863764291503971	9.420731739883884	10.883358818338866	4.381946725155424	11.892001737161527	10.687100268746951	4.866834502596485	9.476295090442703	10.575577264824775	10.175662675158943	6.903361873387351	7.776352873883991	7.685438692944846	6.693134442561215	8.76280830626367	5.690125415277675	8.185097718241261
b0070	6.986279043450021	5.642632881981234	6.809320213971546	8.224034302198678	7.692157426166284	6.24026516145084	5.442697097404076	8.110899180545752	7.128847839874309	7.6128789352039234	7.760472218767551	8.645098530762978	9.270419752654869	8.219763801437665	7.519306175360534	8.037145307143705	7.491144549110568	5.536169969550318	9.637919256934362	9.355158293731705	10.982500990370895	11.420748959716413	6.235969801620859	7.496900119431757	11.767309395305213	7.939174076626648	8.366316353820128	5.718305072458131	8.225432947365162	10.897910562138634	9.929938715155293	7.085023067722185	7.405525450147375	6.303649561258605	6.723255289625442	5.1346821068202955	7.872770488010386	10.265166019895617	8.533147886140624	10.049358484948598	9.609874101388998	7.179787865641058	6.860740007890327	6.918223164722817	5.424407077336927	8.048495349193361	3.643303405134369	8.88712326392958	8.107821403578312	8.70715979974226
b0071	14.420873299708571	8.35863678046398	11.802604155905723	9.122501722117594	7.082536259929548	7.633322624183383	1.9369689782501975	7.025313877687054	4.052297138715012	7.874888912329919	7.093878605936671	4.9651204250904435	5.52454609673368	7.522490542470187	11.498420654154948	5.378941239216129	9.903060380612656	7.733820184284407	10.028562051815191	5.933319112512417	8.674296468659586	4.502559159927099	7.9900729570062765	7.781819633208146	6.945466942375464	4.968820012870633	6.691942891131141	7.069837332896686	12.896881863338066	10.193592997240422	6.31471126502951	9.369372898875955	6.565614487253645	6.762090171408852	7.082726217442325	8.041404697577724	6.371773086771693	8.42365863531822	3.993254229010004	9.420242257494944	4.906609426265955	8.439416025904082	6.512032793306301	7.566786924709629	14.475145798238747	11.390167210400712	9.301963962636284	9.302146900235662	2.9092256916962387	6.213793382700089
b0072	10.354186878280004	7.942945470079502	6.947247646283929	5.071864826374295	8.257957659219603	8.723369633743713	6.277287905111942	6.949733777481686	10.536530921215991	8.170010006017323	9.598131977069796	6.5133819080980855	9.677517522960542	7.681795263733548	7.401174992005994	6.1657077280045165	7.158580140095165	7.399057966993396	10.228015960294204	9.94257686416748	9.961227279673835	6.78941676562289	8.497277188931287	3.7329847445704694	9.604746691227165	9.634735601310716	9.886043355765255	10.234793702399715	7.687433535263125	11.059393779427035	5.489015685907329	5.812402959349109	8.900245795760647	4.607050689312706	8.988394001649064	7.532005792107203	7.89684740126152	10.168310318634003	5.522171790883408	8.792774627172244	6.970743329858392	5.228773407752455	5.444213184316379	7.196428062889204	7.31817811308345	8.192853477654026	8.009465232206736	11.243972496752361	8.559887919545757	9.244343445997597
b0073	7.898495410816927	7.576451958524613	8.459202601639804	9.577439410292856	11.233786447856632	8.990317077913268	10.890233511496398	3.0971992331311418	8.657653025222386	7.876900174024453	7.486519952387437	6.165392611466771	9.779725203506528	4.592884139902186	9.435502333361594	6.615510165740256	7.843836744273028	9.330788641250452	8.69168412386903	9.637956906355601	5.555456731623343	8.343609067700436	10.533303927375893	9.146937076032197	7.3413515721251015	9.922285068625293	7.77974406100494	5.592390294948077	7.366039729438415	7.03276897679213	8.551994957235793	8.292381632369613	5.930017352119831	8.690590113099649	6.176844867399209	10.33485196033045	5.254649435781725	9.626674190608073	8.747005797061197	7.198287353337502	11.630529326864776	8.946314690683431	11.121880574744708	8.027001393672002	8.987045686787713	6.80254767400636	8.059961166464772	7.567699511416604	9.075971669544849	7.224969013527815
b0074	7.440589219354795	10.77252594390114	7.84355223293341	7.047902164600092	9.16496904259122	7.915798575560623	5.915601254849652	9.56137112421106	6.879441018951088	8.065378397584364	7.897791329318966	8.345151760204795	4.713388891153003	7.497350781801148	9.687255590173553	9.898168279837481	6.513064427539518	9.380897364067723	6.857855368361624	7.438201610919075	7.517023450311123	8.163205564558112	9.502049684436294	8.396876804043666	7.810802359514233	9.450966849557323	6.7960079146494285	7.884173834798076	9.493671842566293	8.793959317685859	7.300544033832631	5.730564850099599	8.466287286192218	5.631987197145516	7.681247952963252	9.768422598855002	8.895137969452774	4.964519032981749	8.300677256510475	7.521245128096108	6.089423898911826	8.502531943703154	7.262393226813909	7.271698942040754	8.18606767764008	7.0611732036477735	8.143603750799844	7.110012665555098	7.192307809066187	9.489394653943291
b0075	9.642007454570415	5.4370186292860625	9.12060926576983	10.097886506939158	10.336065226105365	8.780569588827678	6.413903213384154	8.944971260521301	6.696121467176125	7.485552250765019	8.574623235567229	6.792860980071891	6.280399539923323	8.698659977736234	10.800836306468472	9.864851495719195	9.060779277575142	9.4687781533846	8.956579245772874	8.67485034411409	9.34792675939797	5.9474553619189665	8.29922794916437	7.878577690634235	8.118354246716846	7.307941677879816	8.780731767161349	6.77310798546859	7.199217605911948	7.01918012952185	9.295919955904804	7.98241474518621	7.308751490304855	7.439855457475729	8.005820925020611	10.43326237830478	6.145219495479992	9.013264996519679	8.707793507046512	6.675551902329836	10.20030993523203	8.808920676321014	7.238400045155365	5.21088001108061	8.34372025174867	7.9328816228660255	6.4539306031008215	6.434578384796545	9.302764800679258	5.066457639018507
b0076	10.13202014332683	8.271884659204735	8.716379617791922	9.239698476080887	6.549867429451486	6.720110957440923	7.897960373560743	8.374544557318332	7.401478907459729	6.23187065158355	8.538983883005242	5.974386606310067	7.172201168593573	7.190417372280551	10.55388615338646	4.8634246058185875	6.767580836479422	7.9766389123869	11.422090948080971	7.453415932820601	9.162986784529453	6.896730527235659	9.879288790104942	11.017134860946298	13.586821360218034	6.416179377128902	10.295855018969792	6.336125865554233	11.883337434770802	9.364631727096118	5.764472232962024	8.040289542552355	4.862505257975279	7.615435597695935	9.355425244519731	10.999584088356519	10.073366557943693	4.173763796343017	5.509968281525568	1.880584536681932	10.640280727695966	9.74486029056319	7.299718826448914	7.568409172552307	6.076367846866314	7.536403130808808	9.283293971938068	9.943604753124317	6.8140769434336175	5.353128980528352
b0077	6.561535634698328	9.30937752099993	10.174780279660025	5.8608164468582356	8.417448468691747	7.542616681464009	9.04884587108021	6.175011181209723	10.443407338465363	5.588157790356396	7.6335785903351985	8.65144411399304	6.970494729597762	6.734897677314444	8.333353454945787	8.11663987998662	8.008907254122724	9.28803276719844	7.408290959857968	8.479388974692506	7.240095787586278	6.726005771255887	7.572862057264972	7.251852219209552	7.326794298255828	9.747991126703242	7.618844818946669	7.005639991580202	8.042118161071986	8.156341908692612	6.219678155608893	7.552390592114235	7.491973513852105	7.74178358943729	9.088292559556978	8.205007806744323	9.841906021077996	7.982509466166777	10.664130920570097	7.308837479402521	6.845656428252314	8.82095401216546	10.046122906197526	5.93179504312216	7.7045140276785276	7.083827082371194	8.21427651948812	8.015026885249107	10.018071871441581	7.837392810687825
b0078	10.013090845641713	8.122933647633657	8.02689396170924	9.85934967013323	11.258172706470141	4.773115436611551	5.282782604913493	10.01766404240736	6.906955159668336	7.770421245379101	7.462964715258314	9.053168143963028	6.575699090714781	7.828630385341108	7.94422514870258	9.675085842094884	8.246389938647658	9.10845452124762	7.376284846746252	12.281992004788925	6.6162698070600054	9.33590270211671	11.512446788432783	7.038118153292349	10.596387610256363	8.37807309663588	9.245122573536547	6.3495743611150095	4.919038067165287	8.748980893216302	9.070817012902113	6.292671737173076	6.466154682075464	10.93720628291292	8.290246908661244	8.611816273948032	6.756877549548239	11.111354821796771	5.642814770258482	7.39222713048026	7.3383158081618625	10.288375637492429	8.33149373626424	7.121908906124749	13.465928075753425	7.925620566487842	9.40463339758985	6.722335962849241	6.550450012903221	11.190529764181576
b0079	7.75836443410749	5.938442893557128	8.42287818218947	7.740894762249494	8.55064376260079	7.7996033100083455	11.323316924307147	8.835103758253904	6.387553058411273	8.186820203035781	6.800555263749442	7.6284292362455695	6.634338934149766	11.160677784809033	6.962923077232667	9.031346527991206	7.514780867185059	6.262380241140814	8.29647395434926	8.60103775562856	8.837939799131771	4.066671268188586	6.147731429496363	9.436332078532827	6.614589556086812	8.304416075465166	6.112962957156822	9.097401653237661	9.396904393993362	9.09786485925855	9.548835218530396	10.345850217349298	6.238888802586539	6.816992103272956	9.346315355455692	9.695329657756222	6.988485569642112	6.884170902011624	7.021679765104242	5.592357553934081	6.092883226738887	6.1290610324547705	7.55885228929155	8.406254773750932	8.65020924746356	7.237156620086479	7.274019325578681	8.185492242726893	5.755978164275859	9.439160798124634
b0080	9.59855753000367	8.44160819160563	6.104369713674272	10.40631607573757	9.006758452714976	8.224658150817314	7.328211331661201	9.644895508042937	9.670640191137425	8.521665013614783	9.107860479351773	6.618153158008822	7.127375264257007	9.01259337170156	9.302293806452067	6.643061520332255	12.445945518873389	10.335554439000752	8.524254379908385	7.617561840279448	7.5855280996854715	8.986323612475879	6.435022595691147	11.031535220091797	5.917728548965922	7.155293829831125	8.542142463974312	10.651403441707885	5.843205833248959	9.421934318340995	7.295024469809094	6.4446783630815805	6.0830128058656445	9.000528326497411	6.018964328531584	9.706870203579795	6.982392621350131	9.447710051581149	8.45057368467723	6.061740752794557	10.559930856569192	6.57519356327734	4.012636027302208	7.001018182506131	7.134688477592003	9.346953710547082	9.66558190002541	11.239888642322597	8.0071594388409	6.497406265098097
b0081	8.877024922876883	7.444661612200468	8.587664783520413	7.008708856659719	8.376038624034129	6.782038771559786	9.776380124047199	7.1150334638710815	8.991653803602453	6.102849075221721	9.171760784916037	6.5504238960976995	8.391765210461763	9.53480146002198	7.700025652164831	6.4562496338811	8.745218760703882	6.738527901520178	7.393631601204158	8.398193989243591	10.041014054161558	8.039830030699203	8.034286264767685	9.106269340434277	8.075557845009495	8.953295299749348	9.617800319094421	7.508394274598001	3.0874840491298166	6.773109359621801	9.813023016252954	7.949352827903519	7.4913045936081515	9.75017748980481	7.848012625655156	4.861200191376266	5.742046908487485	8.627972031225358	7.89966358760791	10.181984718243832	6.900096974293735	7.535748856994308	6.673245390409971	7.219108733479321	5.162144148119564	7.421473003924202	7.922196704345147	7.795503736301475	11.224329895599213	10.750226865765471
b0082	6.040701408293584	4.601123391748763	7.455735536842857	9.236024626669506	8.185912931210098	7.8882327455288905	7.650974424883923	8.482042186849915	7.681982351543134	7.364952196143873	8.006740813734643	9.00110412020707	4.67661133188412	11.23790799453127	6.241120674862602	6.0014042721281164	6.484505202304972	9.471203960628015	8.79163419710357	9.82284092377033	7.840016202006435	11.407543840088417	10.176832562054999	7.403426260643554	8.86691499209573	8.650470017194143	4.630245498127427	6.958022402047361	8.255028753421108	9.504791234934595	5.197189936349686	7.17687015684312	6.050408830764736	11.725594385116414	6.1572949359090385	9.035731610586543	3.477712352599304	4.784410704640569	7.730075237932593	8.794863118680905	8.384458553973186	6.961172119068346	9.005522028915712	8.23639202970606	9.356237102504831	10.7997485857475	8.87477516857218	7.412505367638602	6.770847473105081	9.383156872494755
b0083	6.0400159360846235	8.85443144177242	11.601015018317522	10.457780954943516	6.383399606837722	7.7810080830924475	8.562856107206866	8.022868717986794	7.758073689883959	7.319750518881879	9.190306124087796	9.220709530792552	6.081706238010906	5.502362619949892	6.902837979300065	6.8415546702807175	3.2488669733640907	6.986344494708934	7.028814291173165	10.033572816307943	5.277466233829736	9.93211982566178	10.459573289032548	9.867936348634693	8.032865478371619	6.294424905211419	11.061174070357747	3.6078214253973035	7.745522260229859	6.859004780438135	6.949084179992235	8.546374268680845	4.690571955675195	8.011524757988399	9.240427954744687	7.876060254767487	10.953859688029203	7.715362589341176	6.010710727890613	8.782154908831792	7.638029584296635	8.691357939526643	8.92963142785952	8.850498587162985	8.58219516961373	8.756702723189601	8.789652666601949	7.991317136065415	7.001510623563708	7.2459127288454095
b0084	6.268705226369064	6.004363852919744	7.286019508119267	7.767912495768218	8.652604573372328	6.374085991530656	8.640196196961845	6.110217141748602	5.834563926387256	8.432676989724387	7.208237398446114	5.065254448332201	9.190668428305425	7.5204638259340895	6.44213312112466	9.51274997706482	7.106152337507516	9.063546795209849	6.134259024729832	8.714605222795504	9.289432399681283	5.393923538972519	9.346059977638301	11.301081934652174	6.904585120598299	6.274357941781597	8.323389722449708	8.047672078130711	9.01329399849026	8.057923083001356	8.950164686338043	7.067879626207726	8.406659110749262	9.777668257863809	6.066453831344364	8.850523493723545	7.911891093109233	9.022770915087934	7.755517191071231	5.9258319177358825	8.232547837085049	5.778438352659645	9.110749930279075	7.2713819054195055	11.541418892945817	9.944402009979843	8.864100753525623	7.922981957935084	7.421927612754429	6.809378214274711
b0085	8.412060153030346	10.181082148014234	8.802427221758641	8.915265423212112	8.095336826668834	6.647313875735587	5.471681403247612	10.247416926783155	12.11589147195881	9.318341103404496	9.243835548317534	10.154107222664082	9.44312355549375	6.47154614657296	10.60846650353809	5.418955286808616	10.048432306919954	8.010482133411967	5.949572330598777	10.242389175922884	8.050487171420844	6.42641794632284	8.044145783220227	9.03543312686158	9.1786190278101	7.886149782555329	9.992886901878776	6.509073165769277	10.328714897138136	4.878493779787178	6.41139773665636	8.459639254058638	6.6318662245693405	7.74152991377026	10.274270026350706	8.951785844894081	5.529791851432383	2.120315999158807	7.521878183935408	8.040103099373212	5.749645127917277	6.8719711734383715	9.195117757916986	2.948096694238031	6.192587715417552	8.084270157391725	11.76871961977933	9.146012333484311	6.360816042764962	5.165460536028452
b0086	7.5899522319886525	8.276117547827992	11.161348541958647	8.593602524069313	8.346180159308183	8.7538719471762	11.66118063905068	9.387610124315206	7.832598853607248	7.299876950199525	9.02697101246499	3.242544342553523	7.915297994557154	8.282237150427179	7.999535962088788	10.014414066501402	6.334197578376737	9.720004356708209	6.580745537200101	4.622864979062942	5.588170083367118	6.36876336127285	8.267288285200642	11.444940187593607	5.623953423007423	8.69040016896176	7.548423533323213	6.521027884594137	9.37666143830502	9.960377020221971	7.773571386018991	6.845115703717934	7.155282260385138	7.957114945791272	8.825977619714099	10.464780045884762	8.651028678149526	8.148086407067506	4.591768612300499	8.126771654560086	5.764511256109013	7.722743682725756	5.647428546315413	5.94574628448195	5.827253145602385	9.67226883020036	8.084153237936855	7.8246387935220705	8.94469155085748	11.966887121560738
b0087	7.611188281843917	8.462983057268604	8.224912866876384	8.236318872583126	6.482977940048013	8.436731347731342	8.387435085643341	6.619280081247223	9.198498777110055	10.44393948127431	7.380751673975784	9.401844803915921	5.979855013119102	7.818761263750017	11.097619488033333	6.4524015740519305	8.72007818301838	5.58545313341097	7.70469921033838	4.867402653266553	8.940278737237715	9.6114136566959	8.360018325105461	8.096758838564524	8.67755128927655	8.969277750099407	7.48558363117606	4.981197719317828	8.568292508051869	6.916582114743129	3.9258453170248804	7.818862910480918	4.854945625429942	5.988079992390168	9.187476213560824	8.692726425506565	9.376623096295294	6.736962184368609	8.068897375496725	8.816270941498955	6.375564123247787	5.100274425886489	4.944685761300734	9.574998791511865	11.421268222230964	8.897054064342287	11.081520450051702	9.517966019359143	10.326679776211247	10.967316260959166
b0088	4.422059310246157	9.248634525900853	8.237644741287976	6.843391078647619	7.537945773825004	8.42027596559768	7.412132139437091	8.437439978439379	10.000132279808916	7.333424915973415	10.058563323081499	5.886173515272156	8.34895469668946	5.975937028556546	8.024164433559713	4.643228862939688	7.421062440572543	6.61200834578803	9.088773254343382	7.419680569093513	9.749333799264187	7.98578405200994	9.959195108604149	5.942068789599477	9.063159636497463	10.564405030316822	8.46910782546947	9.11787408086344	7.922993056641073	9.162812986736752	6.958423199492187	7.493352019145087	8.221479228963187	7.436936841218513	12.486342670281026	6.287050088266125	9.11113487246203	6.261009865128704	7.453535460639163	5.831259265967007	7.012071596171962	10.4434366581907	5.24535048051637	5.235552107988906	9.067599075334808	7.705432298443877	7.942184064457608	9.962605251425252	7.91261559848907	4.907593930378699
b0089	8.673106043174876	9.14472669037196	7.340442307862516	8.966269147559728	10.20477771041492	9.068600135754041	7.360712866703716	9.872524037141664	9.173221058124279	7.589978352072065	8.403654929676359	7.028684326933383	8.786559474092321	7.359837523720125	7.40903655845096	8.037205856911953	8.927609394798637	9.885254993182262	9.254315226503644	6.618888420066957	6.457535870514544	9.753375770179629	6.799997947421124	8.497522501709291	7.2965552408829195	4.482893208381423	8.449346457773673	6.4863313685986554	5.523775701562741	8.197854638807051	5.2042349644648365	6.93077349005548	11.347891515599073	9.286272763714067	5.913964216459159	10.539261837018334	6.4602154205798055	7.687824108701397	6.158727341402905	7.598844225149181	12.349555649877455	5.458718132445001	5.222895503461895	9.374862993535693	11.44415147373063	5.546264478011828	8.791579024753304	7.820866634073867	6.916304890645297	5.707042388909206
b0090	9.487625518169834	8.268605797185792	8.381639686140081	7.067345970750198	6.797136193325064	4.317539688089081	7.657957955322681	10.158239569181335	6.66461836992702	5.716377958599891	8.653496849685503	8.930119997669504	7.121141058978236	7.476853302950538	8.395854675828138	7.76667579705601	9.500194003630972	11.655863863886328	5.436254667214317	9.844632695836971	8.157889551535002	10.082301408281243	9.086531766898519	8.091734689903568	9.140034413661551	7.408766343222804	6.838547866842719	9.216294673397524	6.733507326815744	8.963558887462352	8.046121374631248	4.505837523316136	7.13842632430559	8.502257292536932	7.390999004137262	4.179901832356722	9.98112519173924	8.254062576907417	8.665608936904707	7.290085771732635	8.797234532219987	10.752230216880054	6.897390524558963	10.500519058035605	8.59784609883801	6.695850877944704	11.318585956386514	8.587460359833399	9.014718003159562	7.595971842909863
b0091	8.481587330847566	7.903921232487727	11.270062033663605	5.926706840944357	6.476708020948111	9.003701194593134	6.889460000397772	10.74144139802557	7.8520793531831705	7.649027919650083	6.417027572656986	8.327706812705658	8.6083867704603	8.290071098128264	8.485264005878784	8.695033745465999	3.2715498255876976	6.369123596063067	7.293828715286486	9.004374476314734	8.98505124496835	5.068324321984838	3.7360919532059818	5.197110180177054	10.795739510878558	6.133593393096357	10.207234595419294	11.39087253129046	7.5092796699656965	9.318778594156191	7.103124889849353	8.671588845271236	6.86445362956377	10.784460519873182	8.074633067106113	8.064170310661947	7.397231263301929	4.228029961241068	12.365287016956241	7.700007266960568	6.35748539702236	8.678035056154007	12.237645280248088	7.9339436697125265	8.684710777068387	3.2980749739900195	8.817446502061777	5.9253983062424895	7.682041058720038	10.291489342089028
b0092	9.835300217312	9.945119925262423	7.00504236813744	6.645321874490174	10.988935386432646	6.476003615090738	4.792039201139228	9.755039375216978	5.271710044526261	5.083469975471027	11.363747379088363	10.388504500028427	7.090192000042213	8.88180949322577	8.682517290178673	4.893884701696582	7.06642475388249	9.161813717689022	6.906655059428517	6.570467212348533	11.07484290393977	8.21658617658923	13.101818577912926	6.429681861634972	7.168468182825937	8.448345000242039	7.5617503774767245	7.749081310796727	5.473430370441854	7.394295690899862	5.057236298380838	8.615602464316133	4.886746753543039	8.08179133673053	6.180581054461824	10.039343171173646	2.461196313349728	6.54413493202052	6.089144571093195	7.585991521404507	11.777649821011634	9.64804687639473	8.684585401276813	5.695637016186968	9.05413608711184	7.4209151212199504	11.575006450940913	7.883827246881774	6.691495470452784	7.600001065848028
b0093	6.882864567140244	7.504435904988534	8.50480757280647	9.372400084822553	7.622040219262265	6.194092803803345	9.499572204898161	6.652745925271828	8.391234751516299	7.962750998444369	7.762144861480672	7.26953554971799	8.930223170623195	2.6269060887687337	9.704705762550557	6.631238338408947	8.611935364625971	8.532538426902393	9.912466073031228	8.296623703307104	6.756336229048932	5.592867518133547	7.476795267690538	5.062736856675482	7.057271440533866	7.561054069504692	6.965126032956613	8.062660486047369	7.645843983621188	7.508470188006828	4.363774074444041	6.057942228971676	8.963985097782313	9.206384409421167	5.241834923031506	6.777922728148803	9.60794805139869	6.922941779892277	7.832763819312332	10.162707993523862	7.4576340328349096	7.242920884719326	7.764444964111055	10.780116196849743	8.66930275443422	8.028622441669652	7.213460066477625	8.808225392271686	8.989549654896198	6.390232235786796
b0094	8.73129417617801	8.58866816236745	7.609365706359387	7.996487155531667	8.360167814281477	6.252183102422744	6.784022613840846	8.725627463937448	7.269757879272473	6.295649603125521	12.249197056310159	5.947524900674634	9.79586479018041	6.3651291868372795	8.847913476745923	7.593487220530453	8.217851791220243	10.032494933347333	8.12670607511107	7.0653142125496515	6.116122444229534	5.893519204382285	9.466356621870464	6.191697203719259	6.681355668398801	9.724384462168276	8.858439031351445	6.1957046691351305	8.673130622113591	8.086723560278795	5.1053997651603265	7.662251506155385	7.122076528789841	7.295289191534722	9.196640472419338	6.938971807242674	6.763269823977982	6.805759653553465	9.197205424019135	6.8768884242133	8.347847474161048	7.348082160503378	4.11749689093548	8.978413351153767	7.687584656738268	4.906071053712697	5.20809569500962	6.180525382701676	6.236473715567149	8.924711960698696
b0095	7.322237846452062	11.919503822953926	4.703233475326106	7.880557892851228	4.6663353786265755	6.534657136607189	8.36300760666496	7.749355924899109	6.338970601586275	6.476932622195108	9.413275232924507	7.439950665693057	11.304909990960448	10.853942542743585	10.198119499870675	5.017092552892065	8.663334377865471	10.946159191759824	7.80924446546675	9.925912327599644	6.5074179039969655	5.993770430252659	4.611260101646177	6.913637885600327	7.86767055614915	10.516748250737844	9.93135270086646	3.7743656778473813	12.00042888782993	9.107956284518574	2.638395722507436	5.909882474404272	4.59276752881065	9.944907784816388	7.972243827072229	7.976711916572251	3.2308414186746393	3.0714271255832335	6.890642182863962	5.06215350202548	9.714308055512376	10.957335988612417	9.647009198519488	8.562127864281637	13.150989712108801	9.873156366650983	7.519640727352454	10.518604779224088	6.86677578310211	4.905095537056616
b0096	4.96873079960374	8.593745076782533	6.509639590664767	6.940481370951325	9.018225455226512	5.045858894152724	10.152147179527192	7.171005758007629	9.69315952015653	8.545867035825971	9.62295078461021	6.7961855153902775	8.297234297842136	8.859580090571626	8.15997895528402	4.205109794700846	6.761315325366809	8.69243173550237	7.024873133384456	7.421625029836748	10.039967123624823	9.468747847051674	9.566951025910923	7.755618329879394	7.438796436238431	8.676990472297863	8.283487923078484	6.948207382124105	6.5663102061524405	9.70342828598758	8.173200638488225	5.644624828972647	6.795064363904599	7.3771877793767375	7.26705529762352	8.542930399270253	7.670978924454194	4.378824108016403	7.510429065521008	9.44796814291285	6.13483128076073	7.824495389689078	6.198723123065079	10.24463583599152	10.104904181813716	10.825677054219142	8.428279701609018	9.102127527850598	7.495915662915834	6.2103510481772926
b0097	9.059315128094623	7.984595314318657	8.074514225334164	8.042140891034693	1.552316598551499	9.903303951339712	6.785152097549176	9.187138292311275	8.702808072008759	0.9691384342113434	13.793456791091568	7.195022326210022	13.966499155597052	4.128810540273508	11.23087496865649	5.883623364036514	7.827323520925145	6.922753639397621	12.71714507824793	8.046183052179492	2.363162691441728	3.074699909490203	5.971519173715017	8.949616943675375	7.572733538410943	8.176624949761633	12.936448636035216	8.429970915578801	9.891560886828485	9.963871966857493	4.413996480201393	6.777865769744838	2.281677188774697	7.499528305341972	5.918526791902732	8.721614432025087	13.171369808603817	5.9995010621403395	5.923901129181505	7.2672859013671385	9.699809699407389	6.844038478146982	9.825943948441953	12.10368917617346	8.777735385688546	12.528370477332578	6.53785342070206	12.931902621162697	9.997070466545093	4.817306324713233
b0098	5.719600878658023	9.422126581154135	8.336625811916175	8.752686751666461	7.490232437233452	6.673260772008952	9.74052227145046	8.479684991834048	5.834664448724412	9.03031283480434	8.72925289694975	7.512051613514654	10.429719851363483	7.072740256479103	7.746520252767738	9.152972131952298	8.115144425496082	5.923365268462345	8.275699059490144	7.378415312052151	9.285494367374396	8.22682751599271	8.141761479571086	6.427623254421422	7.654962038128992	9.45515164101898	6.835195483187944	7.951174665368429	6.595330922526486	6.224236038422497	7.872711432515971	8.260701747316007	10.990794408848892	7.316809424230686	7.924746098549177	6.124889723043613	8.918360022360371	8.59714216902992	10.232592016537142	9.667433227263063	8.527110003263424	7.29489275061695	8.307002656835092	7.833479806802358	9.43009629985697	9.239347234943702	7.555376834517867	5.8070093302596835	10.000080950330638	8.872810935234808
b0099	7.518090370629787	8.21460637981095	9.238234702338255	8.742877948451428	5.544342233589993	6.785839759055496	10.157798187863586	10.374891833795461	9.078581705302506	6.092992453380706	10.505088697981899	8.23203172799334	6.1337222595134255	6.908158203457	8.90491699554729	6.006665362976315	6.861208017610835	8.721951480104451	7.91308378313012	7.4590679807725415	8.058462377639707	8.01511134954758	6.1828596725979805	10.089033393977406	5.380739758793264	8.513964956168502	10.01547172970147	8.18968646005925	7.800651225362748	10.157041318406208	7.321192188221632	8.22271822452335	9.10461176426531	4.864162411798289	9.552041048575415	12.352176713862082	9.023759015010098	3.1668552981617193	8.374324014523943	7.2029343398692	7.437394007408965	7.2291186188334065	8.563793320997775	8.88189586292492	9.772875704309955	7.349661148838278	7.013505963847505	7.583470104413728	4.004557905380512	6.76353567165035
